x,y,z
27.81561403,1.146299354,0.690755446
7.306771589,0.757095642,1.374193327
2.407106404,0.39613953,36.73871488
28.62889188,1.360453818,4.808506666
17.53563807,0.962161106,2.357959468
7.763607226,0.839812486,37.57068884
8.223056768,1.203338668,42.84894187
11.81018585,3.624441598,24.00645295
14.72912125,0.294038809,11.89176066
23.81630968,2.323749447,10.84810522
2.098183628,2.402369712,0.056225806
13.61842988,2.805377823,24.09240086
4.207580544,1.408651565,2.351275216
28.10501032,1.787757612,47.21322316
31.78640624,1.933492628,13.83172295
37.96338288,0.785083336,5.683875342
10.59864478,1.358350365,0.212708579
17.55675043,1.397713536,0.300006967
11.15371875,1.756365956,6.723264314
11.18254192,1.704048399,5.010967061
20.59179656,2.034107236,0.389810279
22.86060858,1.39708946,4.886653915
1.897171005,1.432539196,10.71516126
33.09700234,3.264340126,6.50373848
17.08615763,1.763020947,9.054298061
10.17238478,3.676980891,18.36499102
2.350781549,1.470877119,5.150153817
28.15403616,1.65780046,3.930489306
6.875591908,2.115935902,31.8126735
5.696459046,3.043770427,3.09761369
14.72075508,0.688357032,10.62401559
18.92748097,4.155567105,16.23946339
13.95633937,1.222325535,4.579780437
16.11448686,2.760281759,18.13225638
11.9232269,1.307355263,0.523328615
0.204973705,2.022099325,11.15243184
19.39601649,0.639440682,1.032147902
10.79043223,0.488835484,3.516181079
3.302970733,1.256546057,29.90882749
33.4865914,0.209930733,4.037987272
1.527345406,0.070349091,17.6950736
3.252335716,1.931146287,3.452672029
15.28850401,0.687342081,9.057297615
7.740477619,0.31806303,16.94158319
16.38647414,1.218815962,18.43350627
6.0817381,3.056387967,4.011952918
1.322870942,1.129621553,3.510386241
10.02179232,1.071627986,21.56994655
25.05581178,1.214224788,1.203851216
18.97942705,0.609159765,15.07292769
17.36537175,1.892458943,1.502972107
10.63773395,1.032478634,2.909344615
29.28385269,3.414201952,11.11774282
18.80935653,1.105640533,0.587227585
15.17752127,2.30168133,2.750392373
7.985315997,0.47218317,25.10711127
3.597070492,0.632062164,34.50200839
6.718190551,2.640276825,11.81544649
22.21053848,1.348057805,21.50715875
29.76914116,1.145446432,9.403859505
5.678894801,3.467393664,8.405362093
14.59130785,0.901194108,22.23968902
1.383195181,0.427389309,2.79133885
29.34001676,3.09722769,6.989460991
9.273593584,2.409631832,4.120596859
19.28424257,0.966512747,8.967703231
19.27075792,2.286633304,28.82795201
9.217192208,0.978005497,19.43189226
14.52013117,1.787235697,8.515577338
9.75193856,0.987901688,8.170354099
14.01148872,2.297587791,20.87162295
14.53627192,0.024451854,20.78510502
10.38654457,3.091404239,36.82423699
19.47624062,0.853873515,26.32276452
20.32208679,1.929261265,11.17900204
31.96807052,0.126767895,2.402610413
13.24716509,1.207573534,11.01504234
17.3646277,1.7045487,14.61845408
14.69672928,1.634153423,7.911438885
28.73531756,1.019445365,5.564811872
5.906003011,0.308512199,6.113282725
29.65738249,1.106799771,1.98609009
16.62069672,1.863090308,11.9073121
16.75551071,2.056795508,0.002894547
2.413343538,0.069261711,0.626272139
20.34703306,0.703313437,10.07041208
7.764644053,3.567043578,6.726095211
26.6859627,0.988958782,40.16762292
16.84820275,1.464453524,4.153511184
1.214918441,0.866928718,15.18790834
21.65058543,1.034495038,24.97750968
20.16515565,0.339168713,0.227505255
10.92788678,0.694207714,10.53008194
15.08947768,2.09518452,13.210035
8.493744589,0.341186494,29.10706366
13.91990141,0.433888438,3.435401182
32.01525025,1.337660218,6.695635687
2.52722753,1.210708624,24.63954848
10.50633194,0.618106448,0.054696371
7.769667374,1.208254604,11.11863321
15.8234135,0.772369153,6.306100287
18.82490034,0.008717611,13.4975772
11.38275785,0.460078834,0.160108732
8.461747594,2.068573387,0.289097877
17.64064916,4.528226579,19.73384039
2.633027106,3.368174333,7.964097662
17.58448873,1.740148198,34.48403759
31.02570506,1.453058075,3.51929813
25.02250073,0.646268953,12.03925068
12.95424024,2.451494194,16.86840824
21.19166008,2.553115652,3.997571958
12.0616265,0.986427675,30.04706662
19.16315953,1.776382791,3.1450632
3.634337368,2.310578266,1.141821762
15.37785621,2.521228627,32.32612789
20.35690069,1.832479918,6.102881389
11.11500605,2.081130553,2.16072841
28.55755279,2.687917485,54.30761822
10.75083341,0.483576667,12.05281974
10.33967151,0.38958021,8.456111985
20.67401065,1.285601036,17.82777603
9.011888456,1.421156595,7.861613797
18.82070419,1.55215361,1.051411394
14.23669703,1.861805348,12.9843274
6.710183046,0.546788792,8.933833905
4.318138497,1.171498206,25.70675651
0.236985326,0.591197715,10.58046229
3.104160407,1.62544068,9.899833332
0.11067695,3.062801514,10.41139013
1.43832807,2.493258467,6.856362685
5.262529033,5.169961549,7.20534813
7.436079314,0.003214312,0.38877289
27.82811452,0.992345543,18.89228385
6.177431276,2.333073336,2.508881938
6.412617441,0.51982734,11.99947232
10.84045897,1.981671316,10.153552
15.42109639,0.295360224,7.121298247
19.31188061,0.851632281,5.406690432
8.882926595,1.085914643,9.92730838
28.04239411,0.103976192,45.24507585
29.02627891,2.630346549,0.728387694
27.97362066,1.032584119,23.21098221
8.386134753,1.193656168,42.14526713
27.1647229,0.024677503,51.7280285
16.21074675,0.985717541,14.36159839
9.760646656,0.557400627,87.65041804
21.785641,0.225599281,5.936152564
11.86657385,2.322889992,0.190972141
18.89589366,1.396246372,13.81511775
12.39638369,1.1798186,4.867035768
21.75613308,1.785254919,9.074678516
18.68755944,0.76837242,26.36489215
2.308684344,1.320794862,20.53527762
6.145500645,0.049459529,6.550848362
9.809665773,0.947360309,14.98490545
24.87489785,1.123953762,2.7904413
18.10084704,1.583923108,24.62035972
11.25933991,2.693917978,1.328847097
5.382983099,0.716638984,6.290046865
9.533006554,1.372096351,0.803946069
8.369624124,0.727113609,5.097576324
0.973875125,2.613932118,25.12635603
1.914363076,2.37874824,46.75308659
30.17435505,0.496793625,9.397931075
17.61911765,1.821617558,6.228861469
11.17185744,1.217664013,11.5898101
34.34620035,0.328453066,18.59162006
1.305006209,1.321192749,9.37571799
16.76685318,2.123022058,5.789831585
6.073908102,0.17118082,41.83338852
6.03367281,2.218036935,8.77371449
13.17704596,1.07325604,14.91826815
12.87923978,0.340327761,6.409335806
0.47725693,0.101222028,9.120397176
11.64778139,1.277884053,7.632672711
23.25087069,3.194247102,33.86752556
13.29369923,0.134669698,7.87270182
45.41265341,2.6552526,12.51121189
15.49442889,2.443265229,2.779424144
27.06981369,0.556141393,0.456163593
9.806886704,1.718710358,18.83966405
16.4440485,1.441884901,29.32909011
6.720295453,0.598121135,6.321578263
13.60364895,4.415116276,7.845297229
12.55943361,0.587861806,32.40697274
9.719449591,0.775393836,10.57035495
13.47102419,0.073583614,7.56052537
29.10238921,1.458841302,6.770506559
7.604072718,1.087861143,17.55520874
17.29001672,1.276831971,27.23913372
0.323613504,1.497608083,3.619513582
8.209890084,2.468737037,24.13145492
18.52061756,0.844512161,4.433901689
20.45608459,1.185585295,26.24616116
28.80976068,1.752103299,22.81170457
9.396355622,0.874021122,8.321456169
15.6650123,2.182455383,13.25295614
2.052829371,2.633235431,4.179173306
10.50656441,2.872054594,3.465216828
1.356963951,2.137377629,27.11475214
7.427046684,2.204566019,9.011815719
14.12084358,1.004088149,23.0284337
6.554312376,0.973309121,17.39891046
20.37603656,1.108028114,2.883666459
14.85207531,0.249611363,38.4468181
8.305145117,2.380057236,7.725758461
1.615566739,0.369896188,8.666739132
8.92711166,2.705227056,5.980775598
32.97578182,1.141755219,16.6800564
13.12486851,0.633750335,3.772275767
3.972250044,0.815767887,15.90209233
14.11968217,0.446614704,3.651085759
4.364885762,1.414187717,14.40649846
21.22972093,4.337309674,5.971635578
35.66751963,3.837594236,0.81648652
19.32908355,0.745263183,8.003043063
8.195869751,1.963123273,0.868117542
5.564929687,1.119085944,14.01926259
2.861515791,1.415405883,21.79496661
12.95827273,0.903114808,8.841144433
24.48474159,0.610943129,7.820958619
14.42477768,1.039393944,12.25135412
7.790232087,0.361254295,3.694392595
28.46255007,1.594808431,63.57641576
11.9530248,2.428696981,7.878010487
27.65541798,2.08393999,30.00006213
21.20991943,0.101464437,15.61625501
25.46274454,1.741193556,21.73019142
5.979563504,2.41237641,14.55317756
27.93584285,0.743900372,3.913883987
19.96466881,1.464949136,0.61144118
17.25958576,0.234535728,24.32270641
10.11075061,2.855484119,46.67919583
29.87085884,0.122091342,8.741330577
22.84436382,2.600143044,13.06921705
8.721981708,0.925096604,11.2366506
1.209286114,2.055941566,33.41178123
21.37148552,1.576749906,8.929240237
4.97638558,0.816323038,7.811878726
4.948320776,0.229507738,38.18091722
3.104956162,1.606600103,2.179378909
3.560142358,3.526032113,1.393120292
20.77691822,0.595185919,4.040349985
6.509998289,1.709390064,26.10096813
0.610915011,1.788716299,3.637330735
27.57914374,1.045558451,3.469491098
4.316036248,2.634621016,3.414886142
16.19604515,2.041868902,31.2641151
17.08040932,2.586109615,7.013217872
8.51503744,0.273907129,11.87238336
27.86558711,0.764633391,5.037695199
1.699775452,2.543040815,10.47335303
38.78548684,0.150898039,4.84583425
7.142881337,0.539555005,15.70561902
5.215062403,1.032565847,0.160315091
17.69934141,1.22135082,8.160813205
17.99361557,0.284922064,6.8885307
2.434291614,0.490606722,18.06792759
6.673780716,3.321939312,21.36366686
13.5031781,1.1857346,10.0912999
3.694481387,0.038093109,2.803016739
4.284180438,2.245990271,8.853959401
3.044380363,1.941351664,55.14519387
20.3290359,2.467252297,10.31355848
8.374386475,1.809772353,12.24189121
27.57880368,0.498559686,7.616816917
12.99124397,0.021035985,10.202909
13.34927542,1.309811083,0.454372889
0.390639293,1.928444495,13.47099827
11.01217546,2.647238595,1.978542435
2.604892787,1.723308664,4.231892969
20.72945147,0.260065608,3.134620118
28.26302231,2.33901433,11.78910875
7.132086719,1.48791652,7.090249588
12.13829191,1.170371477,0.819013664
1.913011936,0.730896627,9.661778739
8.264686574,1.567035295,16.25439313
32.52478762,3.330093125,4.688276036
9.430886833,2.593581296,8.608512068
13.04803222,2.653047002,6.833253673
13.16712698,2.98230089,6.733446155
13.77314404,1.120051191,28.24372348
1.633624539,0.077476573,66.12930952
2.931666997,1.33716169,18.37784904
0.01467725,0.721889407,22.14564609
12.37980391,2.200407123,17.47478734
36.93410912,1.950716949,2.265363401
4.32205849,0.529260597,22.17100798
4.716028038,2.657269077,16.79882833
28.33346568,0.742156375,3.948192444
21.23727143,1.269482327,3.902177716
17.76635422,1.458903919,2.125896872
5.140911531,0.602660512,13.12052854
23.53547962,0.600206296,3.189088014
5.236696068,0.02044631,21.09768269
9.507378499,2.359318422,8.993003051
24.85766761,0.678646999,5.552983228
18.61531449,0.830400025,5.845150701
17.42977203,1.879702409,28.60769268
13.8862094,0.030314105,0.859811803
0.53906441,0.076150882,12.61692982
15.13995311,1.939618873,9.275986126
21.98084634,1.161389167,21.18868579
32.63878812,0.713858658,31.40755568
22.88725701,0.364139462,1.74959773
3.203825027,3.352642966,2.122351516
21.55296071,1.607721354,47.38256957
8.439604596,0.316204195,20.74814327
9.205186507,1.928603083,20.49366669
4.584749475,1.407425744,57.9809545
27.65451934,3.835320962,2.378428634
19.9032418,1.671322637,7.609525963
20.53204279,2.001076273,17.51946665
14.93117329,1.07372233,2.589038562
13.06931364,1.790155086,3.36796426
10.52338016,0.412614988,4.232959211
1.798059166,1.152914092,11.07392284
17.72583321,2.204621577,1.406888396
10.41412913,3.281845569,3.118460493
8.13264713,4.063616952,6.483464042
5.514134201,1.207892304,0.068885856
11.133906,2.289415781,8.938472124
9.453798203,2.700025071,12.21883736
9.225366335,1.689518689,8.364500827
26.94924361,2.596039905,7.861193467
3.579162108,2.103770259,12.6552862
6.511941281,1.763313375,14.56225748
1.923150629,1.701467855,3.41876017
13.52987376,2.673530633,10.12380345
14.97258909,1.106534148,36.49230907
4.078548935,1.681135851,32.51603672
0.408467588,0.938765672,16.78344216
18.32999822,1.127312829,7.301921159
14.71567627,0.613250939,1.438875855
20.2911586,1.881394087,4.079020351
11.05347116,0.96846002,2.131373444
6.837511332,1.530266676,10.05544674
17.5504251,2.543766484,12.95785013
30.36343944,1.317574095,1.842023058
6.523477419,2.10897446,1.734458527
11.87662147,3.339391899,4.414242547
16.14312053,0.369129,3.063365043
7.309226195,1.470182275,7.1618594
6.929370845,2.874475754,24.23497552
3.247259675,1.659388048,23.40002756
23.15839681,1.557605913,23.16007905
26.57383467,1.088743883,12.72913626
6.751327616,2.760109777,22.30162967
37.99077755,0.723511543,27.04697827
2.460187869,0.186764054,11.39217592
14.77231253,0.476134295,1.25540563
26.21898458,0.494806549,18.27810965
20.72913375,0.767831207,12.65833599
20.81254136,0.156370329,3.157202738
2.420751955,2.517994253,4.277268093
5.702307927,3.487690023,5.668154935
0.494254196,1.309621297,16.86502964
39.69335821,0.703780964,2.053074294
17.81575992,2.097790054,3.916915139
24.02484755,1.355300304,44.65497161
5.928916353,1.999407324,4.216648475
24.98787153,0.246146052,1.515263994
2.767007233,2.893246622,2.340854566
17.42220268,1.183640697,6.041025196
10.66099405,2.341753894,4.974222422
17.52217303,2.024085961,13.49284805
2.328686052,1.430407531,39.87497696
4.114547329,1.125619428,0.789765485
7.594495706,0.74986187,0.966160129
29.78641778,0.260789473,11.05955808
10.00107833,1.06093667,0.443870877
16.56377084,0.465162989,4.673054232
18.4795322,1.32250738,4.618424204
32.03798495,1.301281465,4.064895737
15.52669701,0.883433491,10.71497861
3.423111659,1.739512763,29.64403892
6.45042238,2.302911048,27.62461288
12.02973637,0.873744554,3.119776857
24.12752527,4.087341047,0.870937173
2.008213664,3.589978354,38.55308024
6.214003682,1.424881292,24.49137436
2.578173711,3.168849062,7.842495356
44.48440955,2.219172532,36.55281989
25.00773607,1.259543994,3.233538521
1.289899127,2.332035608,15.31870876
7.950014794,0.064272171,3.015452859
12.52505157,0.425572516,9.627607744
18.85711569,0.446601708,0.084769115
32.5952522,1.788191677,34.40773405
30.59903682,2.018367462,4.310918954
0.640277766,0.911635808,2.046179614
14.09674532,0.147886315,8.19561847
17.00189002,1.984297255,0.314172028
2.735870766,1.750333874,60.99989621
0.622554994,0.499381039,1.833522745
11.49780519,0.033982341,6.908502878
35.6241273,1.108211461,7.450052601
17.07443615,1.859530923,9.240062953
6.814991561,0.651766155,1.720335108
31.0125682,1.102232144,1.420927659
6.662737013,1.857728533,0.799025287
5.112595712,3.019847782,33.14022345
11.19986426,1.228115198,20.35217094
18.71670278,1.901625019,2.35276465
2.75868992,2.0452318,3.523754235
34.85294561,1.779824348,10.57602774
45.77708741,0.484964635,6.181325845
7.419298165,0.582836637,2.487700805
19.83015583,1.03462935,4.211119498
9.460092652,2.717271494,2.273319764
21.73506815,2.368535086,1.985984701
39.15918022,2.68527171,22.30646275
21.6384221,1.505396433,23.3365976
9.276604388,0.387782899,4.965214856
5.194986645,0.733970927,2.836121374
26.64956587,3.070117327,21.11846257
5.236169959,1.809425573,20.88062997
36.00531485,1.87731029,17.19246573
7.398573676,1.528086219,4.367341695
19.71084347,1.732185196,2.281716243
16.965179,0.540245159,9.30629142
3.061257373,1.446750612,11.15713791
7.726434979,2.810663628,14.86360377
4.644511207,0.049964484,0.962126348
1.920227692,0.999607257,0.938759408
8.564123317,1.282942675,11.86130171
8.149045244,1.017163756,0.058403021
34.32820211,2.482695384,1.326167391
18.05036353,1.835347355,19.9041287
7.995532052,3.810451311,0.851182913
26.55825968,0.572706043,22.68657561
17.54649019,2.688325738,4.771634077
21.62667887,1.123964147,6.292633427
11.59813367,2.12388002,1.364560394
19.1929619,1.852811592,23.88261931
37.32987507,1.022065076,9.970294294
2.927029613,2.656050947,3.483294305
41.78865548,1.58823122,1.450788288
5.273265255,0.985904931,8.209868573
18.44891691,0.031233489,6.144754135
13.71336189,1.401582535,3.659093851
6.043414385,1.909136326,0.125778274
31.70160379,2.054985259,3.414825624
15.07338054,3.301357837,31.28611098
3.248074006,1.19966602,10.00467648
14.44535582,0.427800582,9.89842246
11.37400126,0.496203118,5.286386809
18.23571269,1.087565412,30.63334871
39.55880849,1.161642212,1.342757657
12.5616586,1.080264254,11.07003342
11.42994701,0.442280419,18.67172872
0.930436158,1.812334621,0.435933506
7.588241682,2.138082023,8.158798085
5.199910492,0.264087132,4.98159423
23.72023979,1.746242791,4.023151629
32.54880421,1.258827537,17.01377097
8.866136193,0.840919633,20.93489466
4.914360899,0.037099412,9.103242529
3.593196422,0.519373033,43.12719367
17.30002643,1.109126926,0.388260183
29.38894429,2.194144528,5.367673269
1.77377733,2.946356995,6.679960864
17.47495708,1.542338777,13.31988168
6.297977872,1.122941981,8.702330745
11.25330991,1.382825712,6.486457365
28.4141846,0.868013515,20.20895562
49.35447792,0.437839388,10.53196739
2.194395438,0.986754519,2.314761732
27.56197226,3.699452669,2.447293722
29.71537948,2.389703381,36.45819193
11.39924768,3.281015738,16.11887803
22.35270507,2.465373041,36.54169931
0.148820128,1.183643584,39.93042901
23.65111438,1.938793756,17.08680999
